IDCUSTOMER,GENDER,CITY,COUNTRY,FIRST_DEPOSIT_AMOUNT,REGISTRATION_DATE,DEPOSIT_DATE
147342281,M,Edirne,Turkey,100.0,2022-07-01,2022-07-01
147338801,M,İstanbul,Turkey,50.0,2022-07-01,2022-07-01
147336901,M,İstanbul,Turkey,25.0,2022-07-01,2022-07-01
147338911,M,Balıkesir,Turkey,250.0,2022-07-01,2022-07-01
147343381,M,İstanbul,Turkey,50.0,2022-07-01,2022-07-07
147339811,M,İstanbul,Turkey,300.0,2022-07-01,2022-07-01
147339271,M,İzmir,Turkey,100.0,2022-07-01,2022-07-01
147334731,M,İzmir,Turkey,100.0,2022-07-01,2022-07-01
147341271,M,İstanbul,Turkey,300.0,2022-07-01,2022-07-01
147341601,M,Antalya,Turkey,1000.0,2022-07-01,2022-07-01
147335841,M,İzmir,Turkey,100.0,2022-07-01,2022-07-01
147340191,M,İzmir,Turkey,100.0,2022-07-01,2022-07-01
147343321,M,İstanbul,Turkey,300.0,2022-07-01,2022-07-02
147341521,M,Edirne,Turkey,600.0,2022-07-01,2022-07-01
147337611,M,Çanakkale,Turkey,50.0,2022-07-01,2022-07-01
147342351,M,Denizli,Turkey,1000.0,2022-07-01,2022-07-01
147338091,M,Bursa,Turkey,200.0,2022-07-01,2022-07-01
147337631,M,Şanlıurfa,Turkey,50.0,2022-07-01,2022-07-03
147342521,M,Kocaeli,Turkey,185.0,2022-07-01,2022-07-02
147341511,M,Konya,Turkey,200.0,2022-07-01,2022-07-01
147335101,M,Kocaeli,Turkey,400.0,2022-07-01,2022-07-01
147339101,M,İstanbul,Turkey,50.0,2022-07-01,2022-07-01
147334721,M,Elazığ,Turkey,200.0,2022-07-01,2022-07-01
147338141,M,İstanbul,Turkey,100.0,2022-07-01,2022-07-01
147343651,M,Rize,Turkey,500.0,2022-07-01,2022-07-02
147335531,M,Şanlıurfa,Turkey,100.0,2022-07-01,2022-07-01
147341761,M,Bursa,Turkey,1000.0,2022-07-01,2022-07-01
147339891,M,Niğde,Turkey,25.0,2022-07-01,2022-07-01
147334711,M,Tekirdağ,Turkey,139.0,2022-07-01,2022-07-01
147340551,M,İstanbul,Turkey,100.0,2022-07-01,2022-07-01
147338211,M,İstanbul,Turkey,300.0,2022-07-01,2022-07-01
147340361,M,Balıkesir,Turkey,150.0,2022-07-01,2022-07-02
147340181,M,Konya,Turkey,150.0,2022-07-01,2022-07-01
147337741,M,İzmir,Turkey,300.0,2022-07-01,2022-07-07
147336061,M,Kahramanmaraş,Turkey,100.0,2022-07-01,2022-07-01
147342771,M,Kastamonu,Turkey,50.0,2022-07-01,2022-07-02
147339371,M,İzmir,Turkey,100.0,2022-07-01,2022-07-01
147338271,M,Konya,Turkey,200.0,2022-07-01,2022-07-01
147335001,M,Erzurum,Turkey,200.0,2022-07-01,2022-08-04
147342371,M,Bingöl,Turkey,100.0,2022-07-01,2022-07-01
147335571,M,Erzurum,Turkey,50.0,2022-07-01,2022-07-12
147334761,M,İstanbul,Turkey,200.0,2022-07-01,2022-07-03
147335561,M,Tekirdağ,Turkey,200.0,2022-07-01,2022-07-01
147339911,M,Antalya,Turkey,70.0,2022-07-01,2022-07-01
147340861,M,İzmir,Turkey,49.16,2022-07-01,2022-07-01
147342051,M,İstanbul,Turkey,100.0,2022-07-01,2022-07-01
147342581,M,İzmir,Turkey,100.0,2022-07-01,2022-07-02
147341241,M,İzmir,Turkey,60.0,2022-07-01,2022-07-02
147340871,F,İstanbul,Turkey,100.0,2022-07-01,2022-07-01
147336921,M,Gaziantep,Turkey,100.0,2022-07-01,2022-07-01
147339221,M,Bursa,Turkey,50.0,2022-07-01,2022-07-01
147339471,M,Bursa,Turkey,70.0,2022-07-01,2022-07-01
147337921,M,İstanbul,Turkey,100.0,2022-07-01,2022-07-05
147336811,M,Sakarya,Turkey,100.0,2022-07-01,2022-07-02
147341911,M,Adana,Turkey,200.0,2022-07-01,2022-07-01
147338361,M,Diyarbakır,Turkey,50.0,2022-07-01,2022-07-01
147338111,M,İstanbul,Turkey,500.0,2022-07-01,2022-07-01
147337401,F,İstanbul,Turkey,200.0,2022-07-01,2022-07-01
147341931,M,Tekirdağ,Turkey,150.0,2022-07-01,2022-07-01
147343641,M,İzmir,Turkey,50.0,2022-07-01,2022-07-02
147341941,M,İstanbul,Turkey,70.0,2022-07-01,2022-07-01
147350461,M,Batman,Turkey,50.0,2022-07-02,2022-07-02
147351341,M,İstanbul,Turkey,200.0,2022-07-02,2022-07-02
147350881,M,Bolu,Turkey,150.0,2022-07-02,2022-07-02
147348061,M,Mardin,Turkey,500.0,2022-07-02,2022-07-05
147351601,M,İstanbul,Turkey,750.0,2022-07-02,2022-07-02
147343961,M,İstanbul,Turkey,100.0,2022-07-02,2022-07-02
147351231,M,Tekirdağ,Turkey,200.0,2022-07-02,2022-07-02
147351181,M,İstanbul,Turkey,100.0,2022-07-02,2022-07-02
147351571,M,İstanbul,Turkey,50.0,2022-07-02,2022-07-02
147349241,M,İstanbul,Turkey,2000.0,2022-07-02,2022-07-02
147351631,M,İstanbul,Turkey,400.0,2022-07-02,2022-07-02
147344131,M,İstanbul,Turkey,100.0,2022-07-02,2022-08-04
147348041,M,Diyarbakır,Turkey,200.0,2022-07-02,2022-07-11
147343891,M,Bursa,Turkey,400.0,2022-07-02,2022-07-02
147350191,M,Bilecik,Turkey,70.0,2022-07-02,2022-07-02
147350501,M,İzmir,Turkey,100.0,2022-07-02,2022-07-02
147352121,M,Şanlıurfa,Turkey,500.0,2022-07-02,2022-07-03
147346871,M,Samsun,Turkey,25.0,2022-07-02,2022-07-02
147352071,M,İzmir,Turkey,150.0,2022-07-02,2022-07-02
147346801,M,Muğla,Turkey,150.0,2022-07-02,2022-07-02
147349901,M,Kocaeli,Turkey,2000.0,2022-07-02,2022-07-02
147347311,M,İstanbul,Turkey,50.0,2022-07-02,2022-07-02
147351041,M,Amasya,Turkey,250.0,2022-07-02,2022-07-02
147345311,M,Diyarbakır,Turkey,198.0,2022-07-02,2022-07-02
147345151,M,Aydın,Turkey,89.0,2022-07-02,2022-07-02
147347601,M,Ankara,Turkey,800.0,2022-07-02,2022-07-02
147350661,M,Ordu,Turkey,100.0,2022-07-02,2022-07-02
147349341,M,İstanbul,Turkey,1000.0,2022-07-02,2022-07-02
147348171,M,Sivas,Turkey,300.0,2022-07-02,2022-07-02
147348941,M,Bursa,Turkey,300.0,2022-07-02,2022-07-02
147346921,M,İzmir,Turkey,150.0,2022-07-02,2022-07-02
147348281,M,Ağrı,Turkey,550.0,2022-07-02,2022-07-04
147345401,M,Bursa,Turkey,100.0,2022-07-02,2022-07-02
147350941,M,Ordu,Turkey,500.0,2022-07-02,2022-07-02
147351701,M,Diyarbakır,Turkey,300.0,2022-07-02,2022-07-03
147352161,M,İstanbul,Turkey,200.0,2022-07-02,2022-07-19
147352351,M,Tekirdağ,Turkey,600.0,2022-07-02,2022-07-02
147347891,M,Niğde,Turkey,25.0,2022-07-02,2022-07-02
147344241,M,İstanbul,Turkey,50.0,2022-07-02,2022-07-02
147351031,M,İzmir,Turkey,250.0,2022-07-02,2022-07-02
147348921,M,Kocaeli,Turkey,390.0,2022-07-02,2022-07-02
147346811,M,İstanbul,Turkey,70.0,2022-07-02,2022-07-02
147345641,M,İzmir,Turkey,100.0,2022-07-02,2022-07-02
147350831,M,Diyarbakır,Turkey,200.0,2022-07-02,2022-07-03
147350271,M,Bursa,Turkey,50.0,2022-07-02,2022-07-02
147347321,M,İzmir,Turkey,300.0,2022-07-02,2022-07-02
147348161,M,Bursa,Turkey,100.0,2022-07-02,2022-07-02
147351221,M,İzmir,Turkey,50.0,2022-07-02,2022-07-11
147350201,M,İstanbul,Turkey,1750.0,2022-07-02,2022-07-02
147349851,M,Kocaeli,Turkey,100.0,2022-07-02,2022-07-02
147349201,M,Afyonkarahisar,Turkey,100.0,2022-07-02,2022-07-02
147344351,M,Aydın,Turkey,100.0,2022-07-02,2022-07-02
147350601,M,Diyarbakır,Turkey,300.0,2022-07-02,2022-07-02
147350891,M,İstanbul,Turkey,100.0,2022-07-02,2022-07-02
147347021,M,Kocaeli,Turkey,200.0,2022-07-02,2022-07-02
147349501,M,Yalova,Turkey,70.0,2022-07-02,2022-07-02
147350281,M,Adıyaman,Turkey,143.0,2022-07-02,2022-07-05
147346741,M,Eskişehir,Turkey,100.0,2022-07-02,2022-07-02
147351881,M,İstanbul,Turkey,100.0,2022-07-02,2022-07-02
147345721,M,İstanbul,Turkey,100.0,2022-07-02,2022-07-02
147348961,M,İstanbul,Turkey,100.0,2022-07-02,2022-07-03
147355791,M,İstanbul,Turkey,500.0,2022-07-03,2022-07-03
147355141,M,Hatay,Turkey,100.0,2022-07-03,2022-07-03
147355991,M,İstanbul,Turkey,200.0,2022-07-03,2022-07-03
147357181,M,Aydın,Turkey,70.0,2022-07-03,2022-07-03
147356361,M,Denizli,Turkey,60.0,2022-07-03,2022-07-03
147354601,M,Eskişehir,Turkey,100.0,2022-07-03,2022-07-03
147356781,M,Ağrı,Turkey,98.0,2022-07-03,2022-07-03
147359211,M,Kocaeli,Turkey,250.0,2022-07-03,2022-07-03
147358841,M,Kahramanmaraş,Turkey,100.0,2022-07-03,2022-07-03
147360091,M,Ordu,Turkey,100.0,2022-07-03,2022-07-04
147353021,M,İstanbul,Turkey,100.0,2022-07-03,2022-07-03
147357591,M,Adana,Turkey,500.0,2022-07-03,2022-07-03
147356801,M,Konya,Turkey,100.0,2022-07-03,2022-07-03
147358691,M,Hakkari,Turkey,100.0,2022-07-03,2022-07-03
147355611,M,Bursa,Turkey,100.0,2022-07-03,2022-07-11
147353481,M,Adana,Turkey,200.0,2022-07-03,2022-07-03
147353181,M,Giresun,Turkey,100.0,2022-07-03,2022-07-03
147355091,M,Şırnak,Turkey,100.0,2022-07-03,2022-07-03
147357981,M,İstanbul,Turkey,100.0,2022-07-03,2022-07-03
147357711,M,Edirne,Turkey,70.0,2022-07-03,2022-07-03
147356411,M,İstanbul,Turkey,50.0,2022-07-03,2022-07-03
147358621,M,Manisa,Turkey,199.0,2022-07-03,2022-07-19
147358091,M,Konya,Turkey,100.0,2022-07-03,2022-07-03
147354441,M,Tekirdağ,Turkey,50.0,2022-07-03,2022-07-15
147355181,M,Muğla,Turkey,250.0,2022-07-03,2022-07-03
147354511,M,Siirt,Turkey,300.0,2022-07-03,2022-07-03
147356201,M,Eskişehir,Turkey,70.0,2022-07-03,2022-07-03
147355921,M,Rize,Turkey,1000.0,2022-07-03,2022-07-03
147356371,M,Kocaeli,Turkey,600.0,2022-07-03,2022-07-03
147352951,M,Tunceli,Turkey,90.0,2022-07-03,2022-07-03
147355681,M,Manisa,Turkey,100.0,2022-07-03,2022-07-03
147354581,M,İstanbul,Turkey,500.0,2022-07-03,2022-07-03
147356061,M,Çorum,Turkey,1000.0,2022-07-03,2022-07-03
147353081,M,Ankara,Turkey,30.0,2022-07-03,2022-07-03
147352911,M,Bursa,Turkey,200.0,2022-07-03,2022-07-03
147357151,M,Edirne,Turkey,50.0,2022-07-03,2022-07-03
147354541,M,Ankara,Turkey,100.0,2022-07-03,2022-07-03
147366101,M,Bursa,Turkey,50.0,2022-07-04,2022-07-04
147366641,M,İstanbul,Turkey,1000.0,2022-07-04,2022-07-04
147364551,M,Konya,Turkey,100.0,2022-07-04,2022-07-05
147362721,M,İstanbul,Turkey,700.0,2022-07-04,2022-07-04
147366471,M,Trabzon,Turkey,100.0,2022-07-04,2022-07-04
147364161,M,Bursa,Turkey,200.0,2022-07-04,2022-07-04
147361321,M,Aydın,Turkey,200.0,2022-07-04,2022-07-04
147361311,M,Şanlıurfa,Turkey,100.0,2022-07-04,2022-07-04
147362571,M,Giresun,Turkey,100.0,2022-07-04,2022-07-04
147368401,M,Nevşehir,Turkey,190.0,2022-07-04,2022-07-04
147361941,M,İstanbul,Turkey,1200.0,2022-07-04,2022-07-04
147369761,M,İstanbul,Turkey,250.0,2022-07-04,2022-07-04
147362451,M,Bursa,Turkey,100.0,2022-07-04,2022-07-07
147367311,M,Nevşehir,Turkey,200.0,2022-07-04,2022-07-04
147362221,M,İstanbul,Turkey,100.0,2022-07-04,2022-07-04
147362681,M,Trabzon,Turkey,100.0,2022-07-04,2022-07-04
147362581,M,İstanbul,Turkey,100.0,2022-07-04,2022-07-04
147369481,M,Kırklareli,Turkey,100.0,2022-07-04,2022-07-04
147369511,M,Yalova,Turkey,100.0,2022-07-04,2022-07-06
147366701,M,Mersin,Turkey,50.0,2022-07-04,2022-07-13
147363421,M,Mersin,Turkey,100.0,2022-07-04,2022-07-04
147370341,M,Sakarya,Turkey,100.0,2022-07-04,2022-07-04
147368911,M,Isparta,Turkey,500.0,2022-07-04,2022-07-04
147363721,M,Antalya,Turkey,100.0,2022-07-04,2022-07-05
147365381,M,Çanakkale,Turkey,500.0,2022-07-04,2022-07-04
147369251,M,Bursa,Turkey,100.0,2022-07-04,2022-07-04
147366341,M,Balıkesir,Turkey,1000.0,2022-07-04,2022-07-04
147368551,M,Tunceli,Turkey,100.0,2022-07-04,2022-07-04
147364061,M,Diyarbakır,Turkey,250.0,2022-07-04,2022-07-05
147369821,M,Aksaray,Turkey,100.0,2022-07-04,2022-07-04
147369671,M,İstanbul,Turkey,500.0,2022-07-04,2022-07-04
147361571,M,Aksaray,Turkey,100.0,2022-07-04,2022-07-05
147364031,M,Sakarya,Turkey,150.0,2022-07-04,2022-07-04
147367571,M,Balıkesir,Turkey,500.0,2022-07-04,2022-07-04
147369261,M,Antalya,Turkey,500.0,2022-07-04,2022-07-04
147361041,M,Giresun,Turkey,50.0,2022-07-04,2022-07-04
147367011,M,Kocaeli,Turkey,850.0,2022-07-04,2022-07-04
147363321,M,İstanbul,Turkey,200.0,2022-07-04,2022-07-04
147369381,M,Edirne,Turkey,100.0,2022-07-04,2022-07-04
147362381,M,Bursa,Turkey,50.0,2022-07-04,2022-07-04
147368311,M,Ağrı,Turkey,100.0,2022-07-04,2022-07-04
147361831,M,Diyarbakır,Turkey,150.0,2022-07-04,2022-07-04
147368691,M,Aydın,Turkey,100.0,2022-07-04,2022-07-04
147366271,M,Kahramanmaraş,Turkey,200.0,2022-07-04,2022-07-04
147369881,M,Bursa,Turkey,300.0,2022-07-04,2022-07-05
147367751,M,Ardahan,Turkey,1000.0,2022-07-04,2022-07-15
147367791,M,Adıyaman,Turkey,1000.0,2022-07-04,2022-07-15
147369011,M,Bursa,Turkey,100.0,2022-07-04,2022-07-04
147369121,M,Denizli,Turkey,50.0,2022-07-04,2022-07-04
147364301,M,Rize,Turkey,100.0,2022-07-04,2022-07-04
147377261,M,Antalya,Turkey,29.78,2022-07-05,2022-07-06
147377991,M,Şanlıurfa,Turkey,70.0,2022-07-05,2022-07-05
147375871,M,Afyonkarahisar,Turkey,500.0,2022-07-05,2022-07-06
147374091,M,İstanbul,Turkey,100.0,2022-07-05,2022-07-05
147374491,M,Antalya,Turkey,500.0,2022-07-05,2022-07-05
147374611,M,İstanbul,Turkey,1500.0,2022-07-05,2022-07-05
147378301,M,Bursa,Turkey,150.0,2022-07-05,2022-07-14
147377621,M,İstanbul,Turkey,100.0,2022-07-05,2022-07-05
147377791,M,Diyarbakır,Turkey,200.0,2022-07-05,2022-07-05
147377391,M,Muğla,Turkey,200.0,2022-07-05,2022-07-06
147376951,M,Ankara,Turkey,600.0,2022-07-05,2022-07-05
147376351,M,İstanbul,Turkey,200.0,2022-07-05,2022-07-05
147374601,M,İstanbul,Turkey,100.0,2022-07-05,2022-07-05
147373381,M,Sakarya,Turkey,50.0,2022-07-05,2022-07-05
147376141,M,Diyarbakır,Turkey,100.0,2022-07-05,2022-07-05
147375541,M,Edirne,Turkey,70.0,2022-07-05,2022-07-05
147371931,M,Bursa,Turkey,20.0,2022-07-05,2022-07-05
147376431,M,İstanbul,Turkey,500.0,2022-07-05,2022-07-05
147371701,M,Ankara,Turkey,100.0,2022-07-05,2022-07-05
147371321,M,İzmir,Turkey,150.0,2022-07-05,2022-07-05
147374751,M,Bursa,Turkey,100.0,2022-07-05,2022-07-10
147373251,M,Gaziantep,Turkey,100.0,2022-07-05,2022-07-05
147377561,M,Çorum,Turkey,100.0,2022-07-05,2022-07-05
147371001,M,İstanbul,Turkey,500.0,2022-07-05,2022-07-05
147375651,M,İstanbul,Turkey,250.0,2022-07-05,2022-07-05
147378561,M,İstanbul,Turkey,50.0,2022-07-05,2022-07-05
147373741,M,Antalya,Turkey,200.0,2022-07-05,2022-07-05
147374321,M,Gaziantep,Turkey,400.0,2022-07-05,2022-07-05
147377011,M,Bursa,Turkey,100.0,2022-07-05,2022-07-06
147377331,M,Bursa,Turkey,100.0,2022-07-05,2022-07-06
147373771,M,İstanbul,Turkey,500.0,2022-07-05,2022-07-05
147372111,M,Gaziantep,Turkey,50.0,2022-07-05,2022-07-17
147374641,M,Samsun,Turkey,70.0,2022-07-05,2022-07-05
147375901,M,İstanbul,Turkey,500.0,2022-07-05,2022-07-06
147378231,M,İstanbul,Turkey,150.0,2022-07-05,2022-07-05
147376151,M,Kahramanmaraş,Turkey,200.0,2022-07-05,2022-07-05
147378891,M,Tekirdağ,Turkey,50.0,2022-07-05,2022-07-05
147372941,M,Şanlıurfa,Turkey,50.0,2022-07-05,2022-07-05
147376781,M,İstanbul,Turkey,100.0,2022-07-05,2022-07-05
147378081,M,Kırıkkale,Turkey,750.0,2022-07-05,2022-07-05
147373331,M,Antalya,Turkey,100.0,2022-07-05,2022-07-05
147372331,M,Mersin,Turkey,50.0,2022-07-05,2022-08-07
147373261,M,Erzurum,Turkey,100.0,2022-07-05,2022-07-05
147371831,M,İstanbul,Turkey,800.0,2022-07-05,2022-07-05
147371291,M,İzmir,Turkey,100.0,2022-07-05,2022-07-05
147377981,M,Bolu,Turkey,500.0,2022-07-05,2022-07-08
147378001,M,Adana,Turkey,100.0,2022-07-05,2022-07-05
147373151,M,İstanbul,Turkey,100.0,2022-07-05,2022-07-05
147378241,M,Bursa,Turkey,100.0,2022-07-05,2022-07-05
147378471,M,Afyonkarahisar,Turkey,100.0,2022-07-05,2022-07-05
147377371,M,İstanbul,Turkey,50.0,2022-07-05,2022-07-05
147371311,M,Mardin,Turkey,274.5,2022-07-05,2022-07-05
147377641,M,İstanbul,Turkey,200.0,2022-07-05,2022-07-05
147376961,M,Tekirdağ,Turkey,100.0,2022-07-05,2022-07-05
147375791,M,İstanbul,Turkey,50.0,2022-07-05,2022-07-05
147376631,M,Tekirdağ,Turkey,1500.0,2022-07-05,2022-07-05
147376741,M,İstanbul,Turkey,50.0,2022-07-05,2022-07-05
147376971,M,Afyonkarahisar,Turkey,100.0,2022-07-05,2022-07-05
147376011,M,Balıkesir,Turkey,100.0,2022-07-05,2022-07-05
147377631,M,İstanbul,Turkey,200.0,2022-07-05,2022-07-05
147374131,M,Muğla,Turkey,250.0,2022-07-05,2022-07-05
147377181,M,Bolu,Turkey,1011.0,2022-07-05,2022-07-05
147378611,M,Tekirdağ,Turkey,25.0,2022-07-05,2022-07-05
147375731,F,Gaziantep,Turkey,60.0,2022-07-05,2022-07-05
147380441,M,Balıkesir,Turkey,100.0,2022-07-06,2022-07-06
147383181,M,İstanbul,Turkey,500.0,2022-07-06,2022-07-06
147384001,M,İstanbul,Turkey,2000.0,2022-07-06,2022-07-07
147385321,M,İstanbul,Turkey,85.0,2022-07-06,2022-07-06
147381771,M,Konya,Turkey,300.0,2022-07-06,2022-07-06
147381691,M,Çanakkale,Turkey,1070.0,2022-07-06,2022-07-06
147383191,M,Diyarbakır,Turkey,100.0,2022-07-06,2022-07-06
147385501,M,İstanbul,Turkey,50.0,2022-07-06,2022-07-06
147385711,M,Sakarya,Turkey,8000.0,2022-07-06,2022-07-06
147386891,M,Muğla,Turkey,250.0,2022-07-06,2022-07-07
147385431,M,İstanbul,Turkey,50.0,2022-07-06,2022-07-06
147384401,M,İstanbul,Turkey,500.0,2022-07-06,2022-07-06
147379141,M,İstanbul,Turkey,100.0,2022-07-06,2022-07-06
147381701,M,Batman,Turkey,100.0,2022-07-06,2022-07-06
147386091,M,Çorum,Turkey,1000.0,2022-07-06,2022-07-07
147380601,M,İstanbul,Turkey,50.0,2022-07-06,2022-07-10
147381331,M,İzmir,Turkey,500.0,2022-07-06,2022-07-06
147384931,M,Erzurum,Turkey,100.0,2022-07-06,2022-07-06
147383881,M,Sakarya,Turkey,300.0,2022-07-06,2022-07-06
147380471,M,Gaziantep,Turkey,75.0,2022-07-06,2022-07-06
147386101,M,Gaziantep,Turkey,70.0,2022-07-06,2022-07-13
147385641,M,Gaziantep,Turkey,80.0,2022-07-06,2022-07-06
147382631,M,İzmir,Turkey,300.0,2022-07-06,2022-07-06
147384301,M,Manisa,Turkey,100.0,2022-07-06,2022-07-06
147382741,M,İstanbul,Turkey,300.0,2022-07-06,2022-07-06
147382241,M,İstanbul,Turkey,200.0,2022-07-06,2022-07-06
147380651,M,İstanbul,Turkey,495.0,2022-07-06,2022-07-06
147381881,M,İstanbul,Turkey,100.0,2022-07-06,2022-07-06
147383891,M,İstanbul,Turkey,200.0,2022-07-06,2022-07-06
147383611,M,Kayseri,Turkey,987.0,2022-07-06,2022-07-06
147383421,M,Denizli,Turkey,500.0,2022-07-06,2022-07-06
147379481,M,Tekirdağ,Turkey,50.0,2022-07-06,2022-07-06
147386111,M,İstanbul,Turkey,100.0,2022-07-06,2022-07-09
147386941,F,İstanbul,Turkey,100.0,2022-07-06,2022-07-07
147381271,M,İstanbul,Turkey,200.0,2022-07-06,2022-07-06
147384661,M,Düzce,Turkey,100.0,2022-07-06,2022-07-06
147384841,M,Uşak,Turkey,50.0,2022-07-06,2022-07-06
147381561,M,Antalya,Turkey,100.0,2022-07-06,2022-07-06
147382001,M,İstanbul,Turkey,190.0,2022-07-06,2022-07-06
147383311,M,Ankara,Turkey,100.0,2022-07-06,2022-07-06
147382811,M,Muğla,Turkey,400.0,2022-07-06,2022-07-06
147379951,M,Mersin,Turkey,201.0,2022-07-06,2022-07-06
147386351,M,Ankara,Turkey,100.0,2022-07-06,2022-07-06
147383271,M,Manisa,Turkey,500.0,2022-07-06,2022-07-06
147381591,M,İstanbul,Turkey,50.0,2022-07-06,2022-07-06
147386761,M,Hatay,Turkey,50.0,2022-07-06,2022-07-07
147385401,M,İstanbul,Turkey,500.0,2022-07-06,2022-07-06
147383641,M,Yalova,Turkey,300.0,2022-07-06,2022-07-07
147379471,M,Kayseri,Turkey,300.0,2022-07-06,2022-07-06
147379791,M,Sakarya,Turkey,68.0,2022-07-06,2022-07-18
147383431,M,Konya,Turkey,30.0,2022-07-06,2022-07-06
147385001,M,Antalya,Turkey,500.0,2022-07-06,2022-07-06
147382021,M,Antalya,Turkey,100.0,2022-07-06,2022-07-06
147385421,M,Kırklareli,Turkey,400.0,2022-07-06,2022-07-06
147385331,M,İstanbul,Turkey,100.0,2022-07-06,2022-07-06
147386031,M,Bursa,Turkey,50.0,2022-07-06,2022-07-06
147381501,M,Balıkesir,Turkey,51.0,2022-07-06,2022-07-20
147384751,M,Trabzon,Turkey,1000.0,2022-07-06,2022-07-06
147383251,M,Şırnak,Turkey,100.0,2022-07-06,2022-07-06
147386801,M,Uşak,Turkey,50.0,2022-07-06,2022-07-06
147382131,M,Burdur,Turkey,100.0,2022-07-06,2022-07-06
147384961,M,Samsun,Turkey,500.0,2022-07-06,2022-07-06
147389271,M  ,dfsadf,Turkey,100.0,2022-07-07,2022-07-26
147390351,M,Hakkari,Turkey,4000.0,2022-07-07,2022-07-07
147387201,M,İstanbul,Turkey,250.0,2022-07-07,2022-07-07
147395841,M,İstanbul,Turkey,100.0,2022-07-07,2022-07-22
147392691,M,Ankara,Turkey,100.0,2022-07-07,2022-07-07
147390401,M,Ankara,Turkey,500.0,2022-07-07,2022-07-07
147395341,M,Sakarya,Turkey,50.0,2022-07-07,2022-07-07
147394151,M,İstanbul,Turkey,50.0,2022-07-07,2022-07-07
147388121,M,Kırklareli,Turkey,300.0,2022-07-07,2022-07-07
147389721,M,İstanbul,Turkey,500.0,2022-07-07,2022-07-07
147393821,M,Ankara,Turkey,200.0,2022-07-07,2022-07-07
147391361,M,İstanbul,Turkey,500.0,2022-07-07,2022-07-07
147394601,M,İstanbul,Turkey,1000.0,2022-07-07,2022-07-10
147393031,M,İstanbul,Turkey,50.0,2022-07-07,2022-07-07
147388931,M,Ankara,Turkey,70.0,2022-07-07,2022-07-07
147388301,M,İstanbul,Turkey,100.0,2022-07-07,2022-07-07
147391811,M,Osmaniye,Turkey,100.0,2022-07-07,2022-07-07
147392761,M,Bursa,Turkey,50.0,2022-07-07,2022-07-07
147389411,M,Adana,Turkey,30.0,2022-07-07,2022-07-07
147395331,M,Ankara,Turkey,100.0,2022-07-07,2022-07-07
147394621,M,Bursa,Turkey,30.0,2022-07-07,2022-07-08
147390161,M,Bursa,Turkey,100.0,2022-07-07,2022-07-08
147395991,M,Ankara,Turkey,100.0,2022-07-07,2022-07-07
147389191,M,Gaziantep,Turkey,100.0,2022-07-07,2022-07-07
147394631,M,Sakarya,Turkey,199.0,2022-07-07,2022-07-07
147395001,M,Kocaeli,Turkey,500.0,2022-07-07,2022-07-07
147387151,M,Kayseri,Turkey,60.0,2022-07-07,2022-07-07
147392851,M,İstanbul,Turkey,100.0,2022-07-07,2022-07-07
147394971,M,Mersin,Turkey,100.0,2022-07-07,2022-07-08
147395121,M,Diyarbakır,Turkey,100.0,2022-07-07,2022-07-09
147389771,M,Gaziantep,Turkey,50.0,2022-07-07,2022-07-07
147386981,M,Tekirdağ,Turkey,300.0,2022-07-07,2022-07-07
147387601,M,Antalya,Turkey,100.0,2022-07-07,2022-07-07
147392651,M,Bursa,Turkey,92.0,2022-07-07,2022-07-07
147394931,M,İstanbul,Turkey,170.0,2022-07-07,2022-08-12
147392731,M,Hakkari,Turkey,50.0,2022-07-07,2022-07-07
147392091,M,Tunceli,Turkey,100.0,2022-07-07,2022-07-07
147390761,M,İzmir,Turkey,100.0,2022-07-07,2022-07-07
147389591,M,Edirne,Turkey,53.0,2022-07-07,2022-07-07
147391521,M,Tekirdağ,Turkey,100.0,2022-07-07,2022-07-07
147395321,M,İstanbul,Turkey,500.0,2022-07-07,2022-07-07
147389201,M,Sivas,Turkey,200.0,2022-07-07,2022-07-07
147394561,M,Ankara,Turkey,150.0,2022-07-07,2022-07-07
147388271,M,Manisa,Turkey,100.0,2022-07-07,2022-07-07
147390451,M,Ankara,Turkey,300.0,2022-07-07,2022-07-07
147395871,M,Balıkesir,Turkey,100.0,2022-07-07,2022-07-07
147389581,M,Kahramanmaraş,Turkey,100.0,2022-07-07,2022-07-07
147387291,M,Balıkesir,Turkey,50.0,2022-07-07,2022-07-07
147389821,M,İstanbul,Turkey,75.0,2022-07-07,2022-07-07
147390591,M,Samsun,Turkey,300.0,2022-07-07,2022-07-07
147395631,M,Adıyaman,Turkey,500.0,2022-07-07,2022-07-08
147390261,M,İstanbul,Turkey,100.0,2022-07-07,2022-07-07
147392051,M,İstanbul,Turkey,800.0,2022-07-07,2022-07-07
147390281,M,Uşak,Turkey,50.0,2022-07-07,2022-08-06
147390051,M,Gaziantep,Turkey,70.0,2022-07-07,2022-07-07
147391541,M,Balıkesir,Turkey,100.0,2022-07-07,2022-07-07
147387991,M,İstanbul,Turkey,500.0,2022-07-07,2022-07-07
147392381,M,Elazığ,Turkey,70.0,2022-07-07,2022-07-07
147389011,M,İstanbul,Turkey,50.0,2022-07-07,2022-07-07
147402471,M,İstanbul,Turkey,100.0,2022-07-08,2022-07-08
147400921,M,Batman,Turkey,300.0,2022-07-08,2022-07-08
147402871,M,Hakkari,Turkey,100.0,2022-07-08,2022-07-09
147396371,M,Manisa,Turkey,90.0,2022-07-08,2022-07-08
